"level","family","genus","rn","rn.bl","bn","bn.bl","gen.n","sp.n","taxa"
"G","Cricetidae","Chelemys","N4310",2.624581969,"N4310",2.624581969,1,1,"Chelemys_megalonyx"
"G","Cricetidae","Notiomys","N4310",2.624581969,"N4310",2.624581969,1,1,"Notiomys_edwardsii"
"G","Cricetidae","Abrothrix","N4305",-154.0168547106,"N4311",3.1574047067,1,10,""
"G","Cricetidae","Microryzomys","N4327",-156.1872888523,"N4328",1.102733661,1,2,""
"G","Cricetidae","Oreoryzomys","N4329",2.830664466,"N4329",2.830664466,1,1,"Oreoryzomys_balneator"
"G","Cricetidae","Neacomys","N4325",-152.6231236073,"N4330",4.9017704889,1,6,""
"G","Cricetidae","Noronhomys","N4336",1.19645914,"N4336",1.19645914,1,1,"Noronhomys_vespuccii"
"G","Cricetidae","Microakodontomys","N4336",1.19645914,"N4336",1.19645914,1,1,"Microakodontomys_transitorius"
"G","Cricetidae","Oligoryzomys","N4335",-152.7528375153,"N4337",4.9845613983,1,20,""
"G","Cricetidae","Holochilus","N4359",-154.7596406402,"N4360",2.6982943329,1,4,""
"G","Cricetidae","Pseudoryzomys","N4359",3.997162287,"N4359",3.997162287,1,1,"Pseudoryzomys_simplex"
"G","Cricetidae","Sigmodontomys","N4366",-154.3392251674,"N4367",4.076038401,1,2,""
"G","Cricetidae","Melanomys","N4368",-157.260823283,"N4369",0.9012691793,1,3,""
"G","Cricetidae","Megalomys","N4371",-154.39090266537,"N4372",3.543909766,1,2,""
"G","Cricetidae","Nesoryzomys","N4373",-155.66683056737,"N4374",1.9427012796,1,5,""
"G","Cricetidae","Aegialomys","N4373",-155.66683056737,"N4378",1.553741246,1,2,""
"G","Cricetidae","Oryzomys","N4365",-154.0191040221,"N4379",2.324086852,1,7,""
"G","Cricetidae","Megaoryzomys","N4386",3.712447366,"N4386",3.712447366,1,1,"Megaoryzomys_curioi"
"G","Cricetidae","Amphinectomys","N4386",3.712447366,"N4386",3.712447366,1,1,"Amphinectomys_savamis"
"G","Cricetidae","Nectomys","N4385",-153.9953969258,"N4387",2.510064063,1,5,""
"G","Cricetidae","Lundomys","N4363",5.342656502,"N4363",5.342656502,1,1,"Lundomys_molitor"
"G","Cricetidae","Cerradomys","N4391",-153.5543973732,"N4392",4.008915624,1,8,""
"G","Cricetidae","Sooretamys","N4399",0.0685144317,"N4399",0.0685144317,1,1,"Sooretamys_angouya"
"G","Cricetidae","Pennatomys","N4399",0.0685144317,"N4399",0.0685144317,1,1,"Pennatomys_nivalis"
"G","Cricetidae","Drymoreomys","N4400",5.044066148,"N4400",5.044066148,1,1,"Drymoreomys_albimaculatus"
"G","Cricetidae","Eremoryzomys","N4400",5.044066148,"N4400",5.044066148,1,1,"Eremoryzomys_polius"
"G","Cricetidae","Oecomys","N4403",-152.667488189,"N4404",4.8953394172,1,16,""
"G","Cricetidae","Euryoryzomys","N4403",-152.667488189,"N4419",5.203769557,1,6,""
"G","Cricetidae","Transandinomys","N4422",-153.9040949062,"N4425",2.940514126,1,2,""
"G","Cricetidae","Mindomys","N4429",0.949912102,"N4429",0.949912102,1,1,"Mindomys_hammondi"
"G","Cricetidae","Nephelomys","N4427",-154.3996049981,"N4428",4.083835167,1,6,""
"G","Cricetidae","Hylaeamys","N4426",-152.2825306461,"N4434",5.0695576549,1,7,""
"G","Cricetidae","Handleyomys","N4401",-150.8021196511,"N4440",5.438602547,1,9,""
"G","Cricetidae","Zygodontomys","N4321",-148.942574982,"N4448",5.350328604,1,2,""
"G","Cricetidae","Scolomys","N4320",-148.5360612834,"N4449",4.112706345,1,2,""
"G","Cricetidae","Podoxymys","N4454",5.082995274,"N4454",5.082995274,1,1,"Podoxymys_roraimae"
"G","Cricetidae","Thalpomys","N4455",-153.71877826179,"N4456",2.05112046,1,2,""
"G","Cricetidae","Necromys","N4455",-153.71877826179,"N4457",4.8418155574,1,9,""
"G","Cricetidae","Akodon","N4465",-153.0272908497,"N4466",4.99552037,1,40,""
"G","Cricetidae","Deltamys","N4505",2.213409971,"N4505",2.213409971,1,1,"Deltamys_kempi"
"G","Cricetidae","Thaptomys","N4465",5.729512509,"N4465",5.729512509,1,1,"Thaptomys_nigrita"
"G","Cricetidae","Oxymycterus","N4506",-155.6703893088,"N4507",2.68481198838,1,17,""
"G","Cricetidae","Juscelinomys","N4506",-155.6703893088,"N4523",1.0199958004,1,3,""
"G","Cricetidae","Brucepattersonius","N4526",-153.8307765242,"N4527",4.4496386453,1,6,""
"G","Cricetidae","Blarinomys","N4533",1.578507484,"N4533",1.578507484,1,1,"Blarinomys_breviceps"
"G","Cricetidae","Lenoxus","N4526",4.926027165,"N4526",4.926027165,1,1,"Lenoxus_apicalis"
"G","Cricetidae","Bibimys","N4535",-152.7354566877,"N4536",2.016022413,1,3,""
"G","Cricetidae","Kunsia","N4538",-153.4987200207,"N4539",0.2821651237,1,2,""
"G","Cricetidae","Scapteromys","N4540",-157.2278726117,"N4541",1.183691919,1,3,""
"G","Cricetidae","Rhipidomys","N4543",-150.0769898192,"N4544",6.0627186682,1,21,""
"G","Cricetidae","Aepeomys","N4564",-151.3826386652,"N4565",2.755884672,1,2,""
"G","Cricetidae","Chilomys","N4567",2.34684455,"N4567",2.34684455,1,1,"Chilomys_instans"
"G","Cricetidae","Rhagomys","N4569",1.114778431,"N4569",1.114778431,1,1,"Rhagomys_longilingua"
"G","Cricetidae","Thomasomys","N4566",-151.7895838782,"N4570",4.79931374913,1,37,""
"G","Cricetidae","Sigmodon","N4607",-151.7364170839,"N4608",5.465779828,1,13,""
"G","Cricetidae","Phaenomys","N4607",7.020385263,"N4607",7.020385263,1,1,"Phaenomys_ferrugineus"
